id,iso_country_origin,iso_country_destination,date,dateUS,count_x,count_Jan,variance,variance_%,iso_continent_origin,iso_continent_destination
1,AE,AE,09/02/2020,02/09/2020,437,476.5,-39.5,-0.08,AS,AS
2,AE,AE,16/02/2020,2/16/2020,426,476.5,-50.5,-0.11,AS,AS
3,AE,AE,23/02/2020,2/23/2020,395,476.5,-81.5,-0.17,AS,AS
4,AE,AE,01/03/2020,03/01/2020,444,476.5,-32.5,-0.07,AS,AS
5,AE,AE,08/03/2020,03/08/2020,510,476.5,33.5,0.07,AS,AS
6,AE,AE,15/03/2020,3/15/2020,510,476.5,33.5,0.07,AS,AS
7,AE,AE,22/03/2020,3/22/2020,358,476.5,-118.5,-0.25,AS,AS
8,AE,AE,29/03/2020,3/29/2020,246,476.5,-230.5,-0.48,AS,AS
9,AE,AE,05/04/2020,04/05/2020,78,476.5,-398.5,-0.84,AS,AS
10,AE,AE,12/04/2020,04/12/2020,116,476.5,-360.5,-0.76,AS,AS
11,AE,AE,19/04/2020,4/19/2020,117,476.5,-359.5,-0.75,AS,AS
12,AE,AE,26/04/2020,4/26/2020,113,476.5,-363.5,-0.76,AS,AS
13,AE,AE,03/05/2020,05/03/2020,92,476.5,-384.5,-0.81,AS,AS
14,AE,AE,10/05/2020,05/10/2020,157,476.5,-319.5,-0.67,AS,AS
15,AE,AE,17/05/2020,5/17/2020,135,476.5,-341.5,-0.72,AS,AS
16,AE,AE,24/05/2020,5/24/2020,144,476.5,-332.5,-0.7,AS,AS
17,AE,AE,31/05/2020,5/31/2020,124,476.5,-352.5,-0.74,AS,AS
18,AE,AE,07/06/2020,06/07/2020,169,476.5,-307.5,-0.65,AS,AS
19,AE,AE,14/06/2020,6/14/2020,202,476.5,-274.5,-0.58,AS,AS
20,AE,AE,21/06/2020,6/21/2020,242,476.5,-234.5,-0.49,AS,AS
21,AE,AE,28/06/2020,6/28/2020,307,476.5,-169.5,-0.36,AS,AS
22,AE,AE,05/07/2020,07/05/2020,227,476.5,-249.5,-0.52,AS,AS
23,AE,AE,12/07/2020,07/12/2020,270,476.5,-206.5,-0.43,AS,AS
24,AE,AE,19/07/2020,7/19/2020,311,476.5,-165.5,-0.35,AS,AS
25,AE,AE,26/07/2020,7/26/2020,251,476.5,-225.5,-0.47,AS,AS
26,AE,AE,02/08/2020,08/02/2020,160,476.5,-316.5,-0.66,AS,AS
28,AE,AM,09/02/2020,02/09/2020,6,13.5,-7.5,-0.56,AS,AS
29,AE,AM,16/02/2020,2/16/2020,9,13.5,-4.5,-0.33,AS,AS
30,AE,AM,23/02/2020,2/23/2020,12,13.5,-1.5,-0.11,AS,AS
31,AE,AM,01/03/2020,03/01/2020,7,13.5,-6.5,-0.48,AS,AS
32,AE,AM,08/03/2020,03/08/2020,6,13.5,-7.5,-0.56,AS,AS
33,AE,AM,15/03/2020,3/15/2020,6,13.5,-7.5,-0.56,AS,AS
34,AE,AM,22/03/2020,3/22/2020,3,13.5,-10.5,-0.78,AS,AS
39,AE,AM,26/04/2020,4/26/2020,1,13.5,-12.5,-0.93,AS,AS
40,AE,AM,03/05/2020,05/03/2020,1,13.5,-12.5,-0.93,AS,AS
42,AE,AM,17/05/2020,5/17/2020,1,13.5,-12.5,-0.93,AS,AS
43,AE,AM,24/05/2020,5/24/2020,1,13.5,-12.5,-0.93,AS,AS
44,AE,AM,31/05/2020,5/31/2020,2,13.5,-11.5,-0.85,AS,AS
46,AE,AM,14/06/2020,6/14/2020,1,13.5,-12.5,-0.93,AS,AS
47,AE,AR,10/05/2020,05/10/2020,1,1,0,0,AS,SA
49,AE,AT,09/02/2020,02/09/2020,16,23.5,-7.5,-0.32,AS,EU
50,AE,AT,16/02/2020,2/16/2020,18,23.5,-5.5,-0.23,AS,EU
51,AE,AT,23/02/2020,2/23/2020,20,23.5,-3.5,-0.15,AS,EU
52,AE,AT,01/03/2020,03/01/2020,19,23.5,-4.5,-0.19,AS,EU
53,AE,AT,08/03/2020,03/08/2020,19,23.5,-4.5,-0.19,AS,EU
54,AE,AT,15/03/2020,3/15/2020,20,23.5,-3.5,-0.15,AS,EU
55,AE,AT,22/03/2020,3/22/2020,17,23.5,-6.5,-0.28,AS,EU
56,AE,AT,29/03/2020,3/29/2020,2,23.5,-21.5,-0.91,AS,EU
57,AE,AT,05/04/2020,04/05/2020,3,23.5,-20.5,-0.87,AS,EU
58,AE,AT,12/04/2020,04/12/2020,3,23.5,-20.5,-0.87,AS,EU
59,AE,AT,19/04/2020,4/19/2020,3,23.5,-20.5,-0.87,AS,EU
60,AE,AT,26/04/2020,4/26/2020,5,23.5,-18.5,-0.79,AS,EU
61,AE,AT,03/05/2020,05/03/2020,5,23.5,-18.5,-0.79,AS,EU
62,AE,AT,10/05/2020,05/10/2020,4,23.5,-19.5,-0.83,AS,EU
63,AE,AT,17/05/2020,5/17/2020,4,23.5,-19.5,-0.83,AS,EU
64,AE,AT,24/05/2020,5/24/2020,5,23.5,-18.5,-0.79,AS,EU
65,AE,AT,31/05/2020,5/31/2020,3,23.5,-20.5,-0.87,AS,EU
66,AE,AT,07/06/2020,06/07/2020,3,23.5,-20.5,-0.87,AS,EU
67,AE,AT,14/06/2020,6/14/2020,4,23.5,-19.5,-0.83,AS,EU
68,AE,AT,21/06/2020,6/21/2020,3,23.5,-20.5,-0.87,AS,EU
69,AE,AT,28/06/2020,6/28/2020,3,23.5,-20.5,-0.87,AS,EU
70,AE,AT,05/07/2020,07/05/2020,4,23.5,-19.5,-0.83,AS,EU
71,AE,AT,12/07/2020,07/12/2020,3,23.5,-20.5,-0.87,AS,EU
72,AE,AT,19/07/2020,7/19/2020,4,23.5,-19.5,-0.83,AS,EU
73,AE,AT,26/07/2020,7/26/2020,2,23.5,-21.5,-0.91,AS,EU
74,AE,AT,02/08/2020,08/02/2020,3,23.5,-20.5,-0.87,AS,EU
76,AE,AU,09/02/2020,02/09/2020,39,30.66666667,8.333333333,0.27,AS,OC
77,AE,AU,16/02/2020,2/16/2020,34,30.66666667,3.333333333,0.11,AS,OC
78,AE,AU,23/02/2020,2/23/2020,30,30.66666667,-0.666666667,-0.02,AS,OC
79,AE,AU,01/03/2020,03/01/2020,28,30.66666667,-2.666666667,-0.09,AS,OC
80,AE,AU,08/03/2020,03/08/2020,32,30.66666667,1.333333333,0.04,AS,OC
81,AE,AU,15/03/2020,3/15/2020,43,30.66666667,12.33333333,0.4,AS,OC
82,AE,AU,22/03/2020,3/22/2020,43,30.66666667,12.33333333,0.4,AS,OC
83,AE,AU,29/03/2020,3/29/2020,5,30.66666667,-25.66666667,-0.84,AS,OC
84,AE,AU,05/04/2020,04/05/2020,5,30.66666667,-25.66666667,-0.84,AS,OC
85,AE,AU,12/04/2020,04/12/2020,7,30.66666667,-23.66666667,-0.77,AS,OC
86,AE,AU,19/04/2020,4/19/2020,11,30.66666667,-19.66666667,-0.64,AS,OC
87,AE,AU,26/04/2020,4/26/2020,13,30.66666667,-17.66666667,-0.58,AS,OC
88,AE,AU,03/05/2020,05/03/2020,21,30.66666667,-9.666666667,-0.32,AS,OC
89,AE,AU,10/05/2020,05/10/2020,20,30.66666667,-10.66666667,-0.35,AS,OC
90,AE,AU,17/05/2020,5/17/2020,19,30.66666667,-11.66666667,-0.38,AS,OC
91,AE,AU,24/05/2020,5/24/2020,24,30.66666667,-6.666666667,-0.22,AS,OC
92,AE,AU,31/05/2020,5/31/2020,19,30.66666667,-11.66666667,-0.38,AS,OC
93,AE,AU,07/06/2020,06/07/2020,21,30.66666667,-9.666666667,-0.32,AS,OC
94,AE,AU,14/06/2020,6/14/2020,19,30.66666667,-11.66666667,-0.38,AS,OC
95,AE,AU,21/06/2020,6/21/2020,17,30.66666667,-13.66666667,-0.45,AS,OC
96,AE,AU,28/06/2020,6/28/2020,17,30.66666667,-13.66666667,-0.45,AS,OC
97,AE,AU,05/07/2020,07/05/2020,19,30.66666667,-11.66666667,-0.38,AS,OC
98,AE,AU,12/07/2020,07/12/2020,21,30.66666667,-9.666666667,-0.32,AS,OC
99,AE,AU,19/07/2020,7/19/2020,21,30.66666667,-9.666666667,-0.32,AS,OC
100,AE,AU,26/07/2020,7/26/2020,21,30.66666667,-9.666666667,-0.32,AS,OC
101,AE,AU,02/08/2020,08/02/2020,14,30.66666667,-16.66666667,-0.54,AS,OC
102,AE,AZ,15/03/2020,3/15/2020,1,1,0,0,AS,AS
103,AE,BB,26/07/2020,7/26/2020,1,1,0,0,AS,NA
104,AE,BD,09/02/2020,02/09/2020,18,20.5,-2.5,-0.12,AS,AS
105,AE,BD,16/02/2020,2/16/2020,20,20.5,-0.5,-0.02,AS,AS
106,AE,BD,23/02/2020,2/23/2020,25,20.5,4.5,0.22,AS,AS
107,AE,BD,01/03/2020,03/01/2020,26,20.5,5.5,0.27,AS,AS
108,AE,BD,08/03/2020,03/08/2020,25,20.5,4.5,0.22,AS,AS
109,AE,BD,15/03/2020,3/15/2020,33,20.5,12.5,0.61,AS,AS
110,AE,BD,22/03/2020,3/22/2020,19,20.5,-1.5,-0.07,AS,AS
116,AE,BD,03/05/2020,05/03/2020,3,20.5,-17.5,-0.85,AS,AS
117,AE,BD,10/05/2020,05/10/2020,2,20.5,-18.5,-0.9,AS,AS
118,AE,BD,17/05/2020,5/17/2020,3,20.5,-17.5,-0.85,AS,AS
119,AE,BD,24/05/2020,5/24/2020,4,20.5,-16.5,-0.8,AS,AS
120,AE,BD,31/05/2020,5/31/2020,6,20.5,-14.5,-0.71,AS,AS
121,AE,BD,07/06/2020,06/07/2020,6,20.5,-14.5,-0.71,AS,AS
122,AE,BD,14/06/2020,6/14/2020,7,20.5,-13.5,-0.66,AS,AS
123,AE,BD,21/06/2020,6/21/2020,9,20.5,-11.5,-0.56,AS,AS
124,AE,BD,28/06/2020,6/28/2020,10,20.5,-10.5,-0.51,AS,AS
125,AE,BD,05/07/2020,07/05/2020,6,20.5,-14.5,-0.71,AS,AS
126,AE,BD,12/07/2020,07/12/2020,12,20.5,-8.5,-0.41,AS,AS
127,AE,BD,19/07/2020,7/19/2020,9,20.5,-11.5,-0.56,AS,AS
128,AE,BD,26/07/2020,7/26/2020,16,20.5,-4.5,-0.22,AS,AS
129,AE,BD,02/08/2020,08/02/2020,7,20.5,-13.5,-0.66,AS,AS
131,AE,BE,09/02/2020,02/09/2020,17,20.5,-3.5,-0.17,AS,EU
132,AE,BE,16/02/2020,2/16/2020,21,20.5,0.5,0.02,AS,EU
133,AE,BE,23/02/2020,2/23/2020,17,20.5,-3.5,-0.17,AS,EU
134,AE,BE,01/03/2020,03/01/2020,17,20.5,-3.5,-0.17,AS,EU
135,AE,BE,08/03/2020,03/08/2020,21,20.5,0.5,0.02,AS,EU
136,AE,BE,15/03/2020,3/15/2020,18,20.5,-2.5,-0.12,AS,EU
137,AE,BE,22/03/2020,3/22/2020,23,20.5,2.5,0.12,AS,EU
138,AE,BE,29/03/2020,3/29/2020,3,20.5,-17.5,-0.85,AS,EU
139,AE,BE,05/04/2020,04/05/2020,8,20.5,-12.5,-0.61,AS,EU
140,AE,BE,12/04/2020,04/12/2020,7,20.5,-13.5,-0.66,AS,EU
141,AE,BE,19/04/2020,4/19/2020,7,20.5,-13.5,-0.66,AS,EU
142,AE,BE,26/04/2020,4/26/2020,9,20.5,-11.5,-0.56,AS,EU
143,AE,BE,03/05/2020,05/03/2020,10,20.5,-10.5,-0.51,AS,EU
144,AE,BE,10/05/2020,05/10/2020,10,20.5,-10.5,-0.51,AS,EU
145,AE,BE,17/05/2020,5/17/2020,12,20.5,-8.5,-0.41,AS,EU
146,AE,BE,24/05/2020,5/24/2020,8,20.5,-12.5,-0.61,AS,EU
147,AE,BE,31/05/2020,5/31/2020,9,20.5,-11.5,-0.56,AS,EU
148,AE,BE,07/06/2020,06/07/2020,7,20.5,-13.5,-0.66,AS,EU
149,AE,BE,14/06/2020,6/14/2020,10,20.5,-10.5,-0.51,AS,EU
150,AE,BE,21/06/2020,6/21/2020,11,20.5,-9.5,-0.46,AS,EU
151,AE,BE,28/06/2020,6/28/2020,8,20.5,-12.5,-0.61,AS,EU
152,AE,BE,05/07/2020,07/05/2020,11,20.5,-9.5,-0.46,AS,EU
153,AE,BE,12/07/2020,07/12/2020,11,20.5,-9.5,-0.46,AS,EU
154,AE,BE,19/07/2020,7/19/2020,9,20.5,-11.5,-0.56,AS,EU
155,AE,BE,26/07/2020,7/26/2020,13,20.5,-7.5,-0.37,AS,EU
156,AE,BE,02/08/2020,08/02/2020,6,20.5,-14.5,-0.71,AS,EU
159,AE,BG,16/02/2020,2/16/2020,2,2,0,0,AS,EU
160,AE,BG,23/02/2020,2/23/2020,2,2,0,0,AS,EU
162,AE,BG,08/03/2020,03/08/2020,2,2,0,0,AS,EU
163,AE,BG,15/03/2020,3/15/2020,2,2,0,0,AS,EU
171,AE,BG,10/05/2020,05/10/2020,1,2,-1,-0.5,AS,EU
173,AE,BG,24/05/2020,5/24/2020,1,2,-1,-0.5,AS,EU
177,AE,BG,21/06/2020,6/21/2020,1,2,-1,-0.5,AS,EU
179,AE,BG,05/07/2020,07/05/2020,1,2,-1,-0.5,AS,EU
182,AE,BG,26/07/2020,7/26/2020,1,2,-1,-0.5,AS,EU
183,AE,BG,02/08/2020,08/02/2020,1,2,-1,-0.5,AS,EU
185,AE,BH,09/02/2020,02/09/2020,130,141.5,-11.5,-0.08,AS,AS
186,AE,BH,16/02/2020,2/16/2020,133,141.5,-8.5,-0.06,AS,AS
187,AE,BH,23/02/2020,2/23/2020,154,141.5,12.5,0.09,AS,AS
188,AE,BH,01/03/2020,03/01/2020,56,141.5,-85.5,-0.6,AS,AS
189,AE,BH,08/03/2020,03/08/2020,38,141.5,-103.5,-0.73,AS,AS
190,AE,BH,15/03/2020,3/15/2020,45,141.5,-96.5,-0.68,AS,AS
191,AE,BH,22/03/2020,3/22/2020,42,141.5,-99.5,-0.7,AS,AS
192,AE,BH,29/03/2020,3/29/2020,30,141.5,-111.5,-0.79,AS,AS
193,AE,BH,05/04/2020,04/05/2020,25,141.5,-116.5,-0.82,AS,AS
194,AE,BH,12/04/2020,04/12/2020,33,141.5,-108.5,-0.77,AS,AS
195,AE,BH,19/04/2020,4/19/2020,32,141.5,-109.5,-0.77,AS,AS
196,AE,BH,26/04/2020,4/26/2020,42,141.5,-99.5,-0.7,AS,AS
197,AE,BH,03/05/2020,05/03/2020,37,141.5,-104.5,-0.74,AS,AS
198,AE,BH,10/05/2020,05/10/2020,37,141.5,-104.5,-0.74,AS,AS
199,AE,BH,17/05/2020,5/17/2020,36,141.5,-105.5,-0.75,AS,AS
200,AE,BH,24/05/2020,5/24/2020,39,141.5,-102.5,-0.72,AS,AS
201,AE,BH,31/05/2020,5/31/2020,41,141.5,-100.5,-0.71,AS,AS
202,AE,BH,07/06/2020,06/07/2020,42,141.5,-99.5,-0.7,AS,AS
203,AE,BH,14/06/2020,6/14/2020,49,141.5,-92.5,-0.65,AS,AS
204,AE,BH,21/06/2020,6/21/2020,45,141.5,-96.5,-0.68,AS,AS
205,AE,BH,28/06/2020,6/28/2020,45,141.5,-96.5,-0.68,AS,AS
206,AE,BH,05/07/2020,07/05/2020,48,141.5,-93.5,-0.66,AS,AS
207,AE,BH,12/07/2020,07/12/2020,53,141.5,-88.5,-0.63,AS,AS
208,AE,BH,19/07/2020,7/19/2020,51,141.5,-90.5,-0.64,AS,AS
209,AE,BH,26/07/2020,7/26/2020,57,141.5,-84.5,-0.6,AS,AS
210,AE,BH,02/08/2020,08/02/2020,35,141.5,-106.5,-0.75,AS,AS
212,AE,BN,09/02/2020,02/09/2020,4,3.5,0.5,0.14,AS,AS
213,AE,BN,16/02/2020,2/16/2020,4,3.5,0.5,0.14,AS,AS
214,AE,BN,23/02/2020,2/23/2020,4,3.5,0.5,0.14,AS,AS
215,AE,BN,01/03/2020,03/01/2020,3,3.5,-0.5,-0.14,AS,AS
216,AE,BN,08/03/2020,03/08/2020,3,3.5,-0.5,-0.14,AS,AS
217,AE,BN,15/03/2020,3/15/2020,4,3.5,0.5,0.14,AS,AS
218,AE,BN,22/03/2020,3/22/2020,3,3.5,-0.5,-0.14,AS,AS
236,AE,BN,26/07/2020,7/26/2020,1,3.5,-2.5,-0.71,AS,AS
238,AE,BR,09/02/2020,02/09/2020,13,4.5,8.5,1.89,AS,SA
239,AE,BR,16/02/2020,2/16/2020,14,4.5,9.5,2.11,AS,SA
240,AE,BR,23/02/2020,2/23/2020,14,4.5,9.5,2.11,AS,SA
241,AE,BR,01/03/2020,03/01/2020,11,4.5,6.5,1.44,AS,SA
242,AE,BR,08/03/2020,03/08/2020,11,4.5,6.5,1.44,AS,SA
243,AE,BR,15/03/2020,3/15/2020,13,4.5,8.5,1.89,AS,SA
244,AE,BR,22/03/2020,3/22/2020,9,4.5,4.5,1,AS,SA
245,AE,BR,29/03/2020,3/29/2020,2,4.5,-2.5,-0.56,AS,SA
246,AE,BR,05/04/2020,04/05/2020,1,4.5,-3.5,-0.78,AS,SA
247,AE,BR,12/04/2020,04/12/2020,2,4.5,-2.5,-0.56,AS,SA
248,AE,BR,19/04/2020,4/19/2020,1,4.5,-3.5,-0.78,AS,SA
249,AE,BR,26/04/2020,4/26/2020,3,4.5,-1.5,-0.33,AS,SA
250,AE,BR,03/05/2020,05/03/2020,4,4.5,-0.5,-0.11,AS,SA
251,AE,BR,10/05/2020,05/10/2020,5,4.5,0.5,0.11,AS,SA
252,AE,BR,17/05/2020,5/17/2020,8,4.5,3.5,0.78,AS,SA
253,AE,BR,24/05/2020,5/24/2020,10,4.5,5.5,1.22,AS,SA
254,AE,BR,31/05/2020,5/31/2020,4,4.5,-0.5,-0.11,AS,SA
255,AE,BR,07/06/2020,06/07/2020,4,4.5,-0.5,-0.11,AS,SA
256,AE,BR,14/06/2020,6/14/2020,4,4.5,-0.5,-0.11,AS,SA
257,AE,BR,21/06/2020,6/21/2020,3,4.5,-1.5,-0.33,AS,SA
258,AE,BR,28/06/2020,6/28/2020,3,4.5,-1.5,-0.33,AS,SA
259,AE,BR,05/07/2020,07/05/2020,4,4.5,-0.5,-0.11,AS,SA
260,AE,BR,12/07/2020,07/12/2020,3,4.5,-1.5,-0.33,AS,SA
261,AE,BR,19/07/2020,7/19/2020,3,4.5,-1.5,-0.33,AS,SA
262,AE,BR,26/07/2020,7/26/2020,3,4.5,-1.5,-0.33,AS,SA
263,AE,BR,02/08/2020,08/02/2020,2,4.5,-2.5,-0.56,AS,SA
264,AE,BY,09/02/2020,02/09/2020,2,1,1,1,AS,EU
265,AE,BY,16/02/2020,2/16/2020,1,1,0,0,AS,EU
266,AE,BY,23/02/2020,2/23/2020,3,1,2,2,AS,EU
267,AE,BY,01/03/2020,03/01/2020,2,1,1,1,AS,EU
268,AE,BY,08/03/2020,03/08/2020,1,1,0,0,AS,EU
269,AE,BY,15/03/2020,3/15/2020,2,1,1,1,AS,EU
270,AE,BY,22/03/2020,3/22/2020,1,1,0,0,AS,EU
272,AE,BY,05/04/2020,04/05/2020,1,1,0,0,AS,EU
277,AE,BY,10/05/2020,05/10/2020,1,1,0,0,AS,EU
282,AE,BY,14/06/2020,6/14/2020,2,1,1,1,AS,EU
284,AE,BY,28/06/2020,6/28/2020,1,1,0,0,AS,EU
286,AE,BY,12/07/2020,07/12/2020,1,1,0,0,AS,EU
288,AE,CA,09/02/2020,02/09/2020,9,12.5,-3.5,-0.28,AS,NA
289,AE,CA,16/02/2020,2/16/2020,9,12.5,-3.5,-0.28,AS,NA
290,AE,CA,23/02/2020,2/23/2020,8,12.5,-4.5,-0.36,AS,NA
291,AE,CA,01/03/2020,03/01/2020,10,12.5,-2.5,-0.2,AS,NA
292,AE,CA,08/03/2020,03/08/2020,10,12.5,-2.5,-0.2,AS,NA
293,AE,CA,15/03/2020,3/15/2020,11,12.5,-1.5,-0.12,AS,NA
294,AE,CA,22/03/2020,3/22/2020,15,12.5,2.5,0.2,AS,NA
295,AE,CA,29/03/2020,3/29/2020,2,12.5,-10.5,-0.84,AS,NA
303,AE,CA,24/05/2020,5/24/2020,1,12.5,-11.5,-0.92,AS,NA
304,AE,CA,31/05/2020,5/31/2020,7,12.5,-5.5,-0.44,AS,NA
305,AE,CA,07/06/2020,06/07/2020,3,12.5,-9.5,-0.76,AS,NA
306,AE,CA,14/06/2020,6/14/2020,3,12.5,-9.5,-0.76,AS,NA
307,AE,CA,21/06/2020,6/21/2020,5,12.5,-7.5,-0.6,AS,NA
308,AE,CA,28/06/2020,6/28/2020,6,12.5,-6.5,-0.52,AS,NA
309,AE,CA,05/07/2020,07/05/2020,6,12.5,-6.5,-0.52,AS,NA
310,AE,CA,12/07/2020,07/12/2020,5,12.5,-7.5,-0.6,AS,NA
311,AE,CA,19/07/2020,7/19/2020,7,12.5,-5.5,-0.44,AS,NA
312,AE,CA,26/07/2020,7/26/2020,8,12.5,-4.5,-0.36,AS,NA
313,AE,CA,02/08/2020,08/02/2020,6,12.5,-6.5,-0.52,AS,NA
315,AE,CH,09/02/2020,02/09/2020,28,37.5,-9.5,-0.25,AS,EU
316,AE,CH,16/02/2020,2/16/2020,36,37.5,-1.5,-0.04,AS,EU
317,AE,CH,23/02/2020,2/23/2020,32,37.5,-5.5,-0.15,AS,EU
318,AE,CH,01/03/2020,03/01/2020,47,37.5,9.5,0.25,AS,EU
319,AE,CH,08/03/2020,03/08/2020,38,37.5,0.5,0.01,AS,EU
320,AE,CH,15/03/2020,3/15/2020,40,37.5,2.5,0.07,AS,EU
321,AE,CH,22/03/2020,3/22/2020,24,37.5,-13.5,-0.36,AS,EU
322,AE,CH,29/03/2020,3/29/2020,2,37.5,-35.5,-0.95,AS,EU
323,AE,CH,05/04/2020,04/05/2020,3,37.5,-34.5,-0.92,AS,EU
324,AE,CH,12/04/2020,04/12/2020,5,37.5,-32.5,-0.87,AS,EU
325,AE,CH,19/04/2020,4/19/2020,3,37.5,-34.5,-0.92,AS,EU
326,AE,CH,26/04/2020,4/26/2020,7,37.5,-30.5,-0.81,AS,EU
327,AE,CH,03/05/2020,05/03/2020,6,37.5,-31.5,-0.84,AS,EU
328,AE,CH,10/05/2020,05/10/2020,5,37.5,-32.5,-0.87,AS,EU
329,AE,CH,17/05/2020,5/17/2020,9,37.5,-28.5,-0.76,AS,EU
330,AE,CH,24/05/2020,5/24/2020,6,37.5,-31.5,-0.84,AS,EU
331,AE,CH,31/05/2020,5/31/2020,8,37.5,-29.5,-0.79,AS,EU
332,AE,CH,07/06/2020,06/07/2020,6,37.5,-31.5,-0.84,AS,EU
333,AE,CH,14/06/2020,6/14/2020,7,37.5,-30.5,-0.81,AS,EU
334,AE,CH,21/06/2020,6/21/2020,13,37.5,-24.5,-0.65,AS,EU
335,AE,CH,28/06/2020,6/28/2020,12,37.5,-25.5,-0.68,AS,EU
336,AE,CH,05/07/2020,07/05/2020,10,37.5,-27.5,-0.73,AS,EU
337,AE,CH,12/07/2020,07/12/2020,9,37.5,-28.5,-0.76,AS,EU
338,AE,CH,19/07/2020,7/19/2020,15,37.5,-22.5,-0.6,AS,EU
339,AE,CH,26/07/2020,7/26/2020,15,37.5,-22.5,-0.6,AS,EU
340,AE,CH,02/08/2020,08/02/2020,12,37.5,-25.5,-0.68,AS,EU
342,AE,CN,09/02/2020,02/09/2020,1,10,-9,-0.9,AS,AS
343,AE,CN,16/02/2020,2/16/2020,1,10,-9,-0.9,AS,AS
344,AE,CN,23/02/2020,2/23/2020,4,10,-6,-0.6,AS,AS
345,AE,CN,01/03/2020,03/01/2020,4,10,-6,-0.6,AS,AS
346,AE,CN,08/03/2020,03/08/2020,5,10,-5,-0.5,AS,AS
347,AE,CN,15/03/2020,3/15/2020,6,10,-4,-0.4,AS,AS
348,AE,CN,22/03/2020,3/22/2020,6,10,-4,-0.4,AS,AS
349,AE,CN,29/03/2020,3/29/2020,6,10,-4,-0.4,AS,AS
350,AE,CN,05/04/2020,04/05/2020,6,10,-4,-0.4,AS,AS
351,AE,CN,12/04/2020,04/12/2020,7,10,-3,-0.3,AS,AS
352,AE,CN,19/04/2020,4/19/2020,7,10,-3,-0.3,AS,AS
353,AE,CN,26/04/2020,4/26/2020,9,10,-1,-0.1,AS,AS
354,AE,CN,03/05/2020,05/03/2020,5,10,-5,-0.5,AS,AS
355,AE,CN,10/05/2020,05/10/2020,10,10,0,0,AS,AS
356,AE,CN,17/05/2020,5/17/2020,11,10,1,0.1,AS,AS
357,AE,CN,24/05/2020,5/24/2020,10,10,0,0,AS,AS
358,AE,CN,31/05/2020,5/31/2020,11,10,1,0.1,AS,AS
359,AE,CN,07/06/2020,06/07/2020,12,10,2,0.2,AS,AS
360,AE,CN,14/06/2020,6/14/2020,14,10,4,0.4,AS,AS
361,AE,CN,21/06/2020,6/21/2020,14,10,4,0.4,AS,AS
362,AE,CN,28/06/2020,6/28/2020,9,10,-1,-0.1,AS,AS
363,AE,CN,05/07/2020,07/05/2020,9,10,-1,-0.1,AS,AS
364,AE,CN,12/07/2020,07/12/2020,11,10,1,0.1,AS,AS
365,AE,CN,19/07/2020,7/19/2020,10,10,0,0,AS,AS
366,AE,CN,26/07/2020,7/26/2020,8,10,-2,-0.2,AS,AS
367,AE,CN,02/08/2020,08/02/2020,4,10,-6,-0.6,AS,AS
369,AE,CY,09/02/2020,02/09/2020,2,3,-1,-0.33,AS,AS
377,AE,CY,05/04/2020,04/05/2020,1,3,-2,-0.67,AS,AS
383,AE,CY,17/05/2020,5/17/2020,3,3,0,0,AS,AS
384,AE,CY,24/05/2020,5/24/2020,1,3,-2,-0.67,AS,AS
390,AE,CY,05/07/2020,07/05/2020,1,3,-2,-0.67,AS,AS
391,AE,CY,12/07/2020,07/12/2020,1,3,-2,-0.67,AS,AS
392,AE,CY,19/07/2020,7/19/2020,3,3,0,0,AS,AS
393,AE,CY,26/07/2020,7/26/2020,3,3,0,0,AS,AS
394,AE,CY,02/08/2020,08/02/2020,2,3,-1,-0.33,AS,AS
396,AE,CZ,09/02/2020,02/09/2020,15,17,-2,-0.12,AS,EU
397,AE,CZ,16/02/2020,2/16/2020,16,17,-1,-0.06,AS,EU
398,AE,CZ,23/02/2020,2/23/2020,20,17,3,0.18,AS,EU
399,AE,CZ,01/03/2020,03/01/2020,17,17,0,0,AS,EU
400,AE,CZ,08/03/2020,03/08/2020,17,17,0,0,AS,EU
401,AE,CZ,15/03/2020,3/15/2020,14,17,-3,-0.18,AS,EU
402,AE,CZ,22/03/2020,3/22/2020,9,17,-8,-0.47,AS,EU
403,AE,CZ,29/03/2020,3/29/2020,1,17,-16,-0.94,AS,EU
404,AE,CZ,05/04/2020,04/05/2020,1,17,-16,-0.94,AS,EU
409,AE,CZ,10/05/2020,05/10/2020,2,17,-15,-0.88,AS,EU
411,AE,CZ,24/05/2020,5/24/2020,3,17,-14,-0.82,AS,EU
413,AE,CZ,07/06/2020,06/07/2020,1,17,-16,-0.94,AS,EU
416,AE,CZ,28/06/2020,6/28/2020,1,17,-16,-0.94,AS,EU
417,AE,CZ,05/07/2020,07/05/2020,1,17,-16,-0.94,AS,EU
418,AE,CZ,12/07/2020,07/12/2020,1,17,-16,-0.94,AS,EU
420,AE,CZ,26/07/2020,7/26/2020,1,17,-16,-0.94,AS,EU
422,AE,DE,09/02/2020,02/09/2020,96,105,-9,-0.09,AS,EU
423,AE,DE,16/02/2020,2/16/2020,113,105,8,0.08,AS,EU
424,AE,DE,23/02/2020,2/23/2020,117,105,12,0.11,AS,EU
425,AE,DE,01/03/2020,03/01/2020,119,105,14,0.13,AS,EU
426,AE,DE,08/03/2020,03/08/2020,122,105,17,0.16,AS,EU
427,AE,DE,15/03/2020,3/15/2020,119,105,14,0.13,AS,EU
428,AE,DE,22/03/2020,3/22/2020,123,105,18,0.17,AS,EU
